dataset,num_images,psnr,ssim,lpips,params_m,macs_g,flops_g,flops_input_size,checkpoint,low_dir,gt_dir,output_dir,per_image_csv
LOL-v2-real,100,12.398917,0.447077,0.487163,0.079416,5.190451,10.380902,"1,3,256,256",snapshots/lolv2_real/Epoch199.pth,data/LOL-v2/Real_captured/Test/Low,data/LOL-v2/Real_captured/Test/Normal,data/result_lol/lolv2_real,data/result_lol/lolv2_real_per_image.csv
